,vehicle_measure,count,mean,std,min,25%,50%,75%,max,area_name,area_level,rcat,gdp,gdp_unit,gdp_growth,gdp_ratio,year_label,year,CPIH,CPI,Unemployment (%),average_weekly_earnings,av_weekly_earnings_change,unemployment_pct_change
7439,log_fdbus_ratio,8604.0,-4.324033688855426,1.0238747391613388,-9.006233223110305,-5.012099464915723,-4.3453889925984415,-3.6832000301666783,-0.13320750598201508,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7440,log_fdcar_ratio,8614.0,-0.2155613971482032,0.09209028723192114,-2.4001654213329093,-0.2396651200463933,-0.19513322427985694,-0.16454522785863873,-0.06581172190470222,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7441,log_fdhgv_ratio,8613.0,-3.717273989711721,0.5809097188379967,-8.452249254775571,-4.115394183533971,-3.713940153576965,-3.3297802665636977,-0.7918635849053947,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7442,log_fdhgva3_ratio,8086.0,-7.482126784156197,0.96096133653714,-11.718002800552735,-8.085563762299495,-7.433772567327608,-6.831953558747921,-3.4860912565121693,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7443,log_fdhgva5_ratio,8219.0,-6.821352232932402,1.2214230494471308,-10.300315467248627,-7.706894024465399,-6.808855330327255,-5.967921933311257,-1.5244008697481883,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7444,log_fdhgva6_ratio,8110.0,-6.6325489786853575,1.30105189220227,-10.37751432806502,-7.497988413139727,-6.570644537787496,-5.738720526017482,-1.6275807883119158,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7445,log_fdhgvr2_ratio,8612.0,-4.22173773072735,0.5430833746090085,-9.380504998499504,-4.574127503967704,-4.214691016727203,-3.8617823433628673,-2.036529457768032,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7446,log_fdhgvr3_ratio,8587.0,-5.964824713578733,0.6617292046816932,-9.463663891791525,-6.374080707503254,-5.9529609680569076,-5.550419325728176,-2.862200880929469,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7447,log_fdhgvr4_ratio,8461.0,-6.2586672712191,1.0014582333107769,-10.10842639919549,-6.865079715812559,-6.199268828842232,-5.575100710798831,-2.9766321021805715,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7448,log_fdlgv_ratio,8614.0,-2.0976740102959672,0.24380618126413606,-4.990432586778736,-2.2456527863158966,-2.0889524176038305,-1.93957705602464,-1.229854477698498,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7449,log_fdpc_ratio,8452.0,-5.187721885505804,1.4074282758325205,-10.950104546085855,-5.9796293604639175,-5.205392072043304,-4.417938725684727,0.3161835825839955,nat,nuts1,PU,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7450,fd2wmv,1111.0,265.2025202520252,218.7055971571757,0.0,114.0,213.0,350.0,1681.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7451,fdall_mv,1111.0,70199.29612961298,40139.640389874505,627.0,38544.5,67101.0,97970.0,207485.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7452,fdbus,1111.0,294.4986498649865,230.2001591799271,0.0,144.0,241.0,384.5,2562.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7453,fdcar,1111.0,53301.37713771378,31026.67447038067,586.0,28848.0,51245.0,74542.0,168343.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7454,fdhgv,1111.0,7094.188118811881,4931.061749206691,4.0,3080.5,6301.0,9927.0,21246.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7455,fdhgva3,1111.0,303.44104410441037,259.37041564538936,0.0,98.0,243.0,450.0,1486.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7456,fdhgva5,1111.0,1650.5148514851487,1567.7375939607916,1.0,491.5,1185.0,2294.0,8073.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7457,fdhgva6,1111.0,2701.1323132313228,2457.832545031164,1.0,829.0,1975.0,3934.0,12781.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7458,fdhgvr2,1111.0,1755.5706570657069,1117.926028674825,1.0,922.0,1613.0,2450.0,6799.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7459,fdhgvr3,1111.0,357.28262826282634,248.55331556817532,0.0,186.0,320.0,484.0,2560.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7460,fdhgvr4,1111.0,326.2889288928893,233.93581212083686,0.0,163.0,295.0,441.0,1912.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7461,fdlgv,1111.0,9244.034203420342,5463.775173831777,37.0,5046.5,8629.0,13035.0,28278.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7462,fdpc,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7463,fd2wmv_ratio,1111.0,0.0038541387497967295,0.002429700105687152,0.0,0.0024752406552424125,0.0033927056827820178,0.004322174664775097,0.01883642231236413,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7464,fdbus_ratio,1111.0,0.004974504264104345,0.004507494925790452,0.0,0.002673648373607668,0.003963966764859046,0.005558572858581497,0.07462006079027356,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7465,fdcar_ratio,1111.0,0.7573303145721412,0.0536820258383768,0.5048373352047721,0.7286253938252346,0.7613643699084653,0.7888246718906775,0.934609250398724,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7466,fdhgv_ratio,1111.0,0.1018226458573436,0.04734859061891168,0.006379585326953748,0.06693549421513215,0.09739866908650938,0.12458785492592855,0.29795979748358314,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7467,fdhgva3_ratio,1111.0,0.004271513783504305,0.002751873912958864,0.0,0.002389148521098278,0.003978779840848806,0.0054609688376645316,0.02112606535259469,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7468,fdhgva5_ratio,1111.0,0.02351766597046333,0.017652427067623832,1.655848456749239e-05,0.010872253259084814,0.020912259433247458,0.029492528042572817,0.1060275169250928,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7469,fdhgva6_ratio,1111.0,0.03866456206021576,0.02992957870606436,0.00011590939197244668,0.017168405583903718,0.03301069680828028,0.0495008715416731,0.2035501661857628,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7470,fdhgvr2_ratio,1111.0,0.02525991155109385,0.008149973173789233,0.001594896331738437,0.020597424015423388,0.024814957429512684,0.028168441834042462,0.07589352849766906,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7471,fdhgvr3_ratio,1111.0,0.005207695814607278,0.0021367534384796353,0.0,0.004004795098343915,0.004994533346585828,0.006133039786129895,0.02141793417331794,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7472,fdhgvr4_ratio,1111.0,0.004898927218728339,0.0028309722316352893,0.0,0.0033039941198679747,0.0045452076127700395,0.005732424476110096,0.04017752861480962,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7473,fdlgv_ratio,1111.0,0.13201896511343303,0.021762305667805883,0.02353456639439176,0.121072522478016,0.1330001086602195,0.14402772348059195,0.254233634338547,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7474,fdpc_ratio,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7475,log_fd2wmv,1107.0,5.230115031265245,0.9469833002986044,1.0986122886681098,4.7535901911063645,5.375278407684165,5.859359688974662,7.427144133408617,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7476,log_fdall_mv,1111.0,10.907037737441422,0.8564573733138472,6.440946540632923,10.559559254634221,11.113954225978382,11.492416588338687,12.242814326883275,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7477,log_fdbus,1109.0,5.390066542236996,0.8521133794287247,0.6931471805599453,4.976733742420574,5.484796933490657,5.9532433342877855,7.848543482456678,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7478,log_fdcar,1111.0,10.626487896805237,0.8608096264142606,6.373319789577013,10.269795896777325,10.844373331265665,11.219117837523402,12.033758843683168,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7479,log_fdhgv,1111.0,8.507574858291067,1.0486284468169873,1.3862943611198906,8.032846555002633,8.748463629942055,9.202989439610082,9.963923921339957,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7480,log_fdhgva3,1106.0,5.244863503974125,1.1579433268274515,0.0,4.600120016811257,5.495114834316874,6.112573530565264,7.3038432252777055,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7481,log_fdhgva5,1111.0,6.847077635626111,1.3019791950446231,0.0,6.197449003331398,7.077498053569231,7.738052297689316,8.996280439395015,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7482,log_fdhgva6,1111.0,7.337363613938702,1.3303451947402314,0.0,6.720220155135295,7.5883236773352225,8.277409931274537,9.455714972131712,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7483,log_fdhgvr2,1111.0,7.1746020650660505,0.9495313078928721,0.0,6.826545223556594,7.385851078125207,7.803841970758987,8.82453082152646,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7484,log_fdhgvr3,1109.0,5.580603281786439,0.9149137585463109,1.0986122886681098,5.225746673713202,5.768320995793773,6.182084906716633,7.847762537473607,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7485,log_fdhgvr4,1107.0,5.463665007554512,0.9773597858930894,0.0,5.111987788356544,5.68697535633982,6.091307322745992,7.555905093611346,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7486,log_fdlgv,1111.0,8.866953401958167,0.8825587029845232,3.6109179126442235,8.526449972173065,9.062883902508306,9.475393326367602,10.249839396151787,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7487,log_fdpc,0.0,,,,,,,,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7488,log_fd2wmv_ratio,1107.0,-5.688431633869666,0.4928207819348922,-7.085622485426711,-5.99968346535339,-5.6842500031723455,-5.441531888502957,-3.971962926361395,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7489,log_fdbus_ratio,1109.0,-5.525025462466472,0.6312807127891503,-7.548544270870445,-5.921578419643817,-5.530510046792972,-5.19135365780554,-2.5953458965248424,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7490,log_fdcar_ratio,1111.0,-0.28054984063621,0.07275591270987028,-0.6835190101002663,-0.3165955995112123,-0.2726432316258396,-0.2372111984607189,-0.06762675105590818,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7491,log_fdhgv_ratio,1111.0,-2.3994628791503443,0.5096745997085763,-5.05465217951303,-2.7040258975354963,-2.3289427328365613,-2.0827441699769382,-1.2107967093508156,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7492,log_fdhgva3_ratio,1106.0,-5.6766807990390395,0.7558577257947936,-10.43346853534186,-6.03303779890641,-5.525122529586632,-5.2081960736482,-3.8572476761184378,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7493,log_fdhgva5_ratio,1111.0,-4.059960101815311,0.8965535070737124,-11.00861192481946,-4.5215459058514575,-3.867419716226217,-3.5236278983962235,-2.244056624925716,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7494,log_fdhgva6_ratio,1111.0,-3.5696741235027134,0.8948022238328878,-9.062701775764149,-4.0646867071652135,-3.410923624334063,-3.0057650027872223,-1.5918427875964265,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7495,log_fdhgvr2_ratio,1111.0,-3.7324356723753653,0.34796007802133694,-6.440946540632923,-3.88258925880071,-3.696308685458503,-3.5695530136609923,-2.5784238617510167,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7496,log_fdhgvr3_ratio,1109.0,-5.334488722917032,0.41341416141563375,-7.5078120364760705,-5.519547255030341,-5.298298709657581,-5.0940647651377615,-3.8435266624362314,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7497,log_fdhgvr4_ratio,1107.0,-5.454941638918045,0.5757942352627606,-9.009270831553854,-5.703826742385157,-5.392653045706783,-5.158173978478168,-3.2144474293314933,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7498,log_fdlgv_ratio,1111.0,-2.040084335483229,0.1835491161116473,-3.749285028161436,-2.111365553607011,-2.0174053337665856,-1.9377495094726285,-1.3695016145084968,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7499,log_fdpc_ratio,0.0,,,,,,,,nat,nuts1,TM,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7500,fd2wmv,1812.0,150.35264900662253,176.15981157574922,0.0,55.0,105.0,185.25,2021.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7501,fdall_mv,1812.0,25049.632450331126,21598.040187785133,494.0,8192.5,19789.0,36507.25,139964.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7502,fdbus,1812.0,115.90728476821192,94.76542116751429,1.0,54.0,93.0,146.0,904.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7503,fdcar,1812.0,19290.211368653418,16851.688362539964,389.0,6027.25,15177.0,28070.0,113843.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7504,fdhgv,1812.0,2084.5209713024287,2200.447921647416,28.0,563.0,1366.0,2704.25,18349.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7505,fdhgva3,1812.0,96.62141280353201,113.7081724219026,0.0,20.0,56.0,129.0,864.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7506,fdhgva5,1812.0,480.0485651214128,665.1997793127408,0.0,70.0,234.5,555.25,4907.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7507,fdhgva6,1812.0,650.2974613686534,975.4130747019236,0.0,101.0,307.0,716.25,9199.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7508,fdhgvr2,1812.0,598.3344370860927,490.29102758919663,9.0,220.0,470.5,868.0,3464.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7509,fdhgvr3,1812.0,128.01490066225165,102.65673152114901,1.0,50.0,103.0,178.0,768.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7510,fdhgvr4,1812.0,131.25220750551875,138.0689608767155,0.0,38.0,95.0,179.0,1490.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7511,fdlgv,1812.0,3408.645143487858,2928.1488443710364,68.0,1173.0,2693.5,4901.0,19266.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7512,fdpc,1812.0,7.759381898454746,17.768855960237985,0.0,0.0,2.0,7.0,282.0,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7513,fd2wmv_ratio,1812.0,0.007203761041414234,0.006237080965038272,0.0,0.003900228490821235,0.00568741593456862,0.008420960824814756,0.07992530345471521,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7514,fdbus_ratio,1812.0,0.006910363103814659,0.005674239919894971,0.00043060758730568835,0.003000894945664161,0.004976783137693589,0.009056559549036879,0.038088874039425326,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7515,fdcar_ratio,1812.0,0.7610043943510277,0.0511659389287851,0.4424375422012154,0.7299013225548339,0.7683071949045046,0.7962569912085999,0.9040686823441584,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7516,fdhgv_ratio,1812.0,0.08245569426552456,0.043676067655519735,0.009679732313575528,0.05201126325914191,0.07122022688041837,0.102361568930731,0.4184750485518872,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7517,fdhgva3_ratio,1812.0,0.003820897111922042,0.002880484531244795,0.0,0.0018162645505933445,0.00290233719868138,0.005256378988285651,0.02526487367563162,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7518,fdhgva5_ratio,1812.0,0.01722864335917776,0.016564978783262744,0.0,0.006536335209854725,0.011966479323332956,0.0218687380134152,0.1515663260998058,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7519,fdhgva6_ratio,1812.0,0.023434691059946857,0.022048311535349908,0.0,0.00939010657374755,0.016368600526340298,0.02952384505232792,0.21050409524613686,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7520,fdhgvr2_ratio,1812.0,0.02623820336308773,0.009499066724524571,0.005016722408026756,0.019901764892293942,0.0245154231673779,0.030815357053491664,0.09095716552088842,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7521,fdhgvr3_ratio,1812.0,0.006145192634523851,0.003583790959943238,0.0004918995255549737,0.004064794030212947,0.005289570309556461,0.007150153217568948,0.03897024090694379,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7522,fdhgvr4_ratio,1812.0,0.00559674765103769,0.004344514205047031,0.0,0.0031746425461233944,0.004670593867567982,0.006535350136458485,0.05330243337195829,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7523,fdlgv_ratio,1812.0,0.14242876532377766,0.025720669790279486,0.04318936877076412,0.1260066889651545,0.14007210201005532,0.15794475751769466,0.2986022871664549,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7524,fdpc_ratio,1812.0,0.0006332727463553754,0.0013996987860210744,0.0,0.0,0.00011211710525267993,0.0006402153294027173,0.015101289134438306,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7525,log_fd2wmv,1809.0,4.555287701295064,1.0257409140719895,0.0,4.007333185232471,4.653960350157523,5.225746673713202,7.611347717403621,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7526,log_fdall_mv,1812.0,9.703345062034963,1.0201051849402003,6.202535517187923,9.010974106641429,9.892881506748903,10.505266031783002,11.849140525667405,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7527,log_fdbus,1812.0,4.438650439656653,0.8673414861766839,0.0,3.9889840465642745,4.532599493153255,4.983606621708336,6.806829360392176,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7528,log_fdcar,1812.0,9.4278310743794,1.0410496443725223,5.963579343618448,8.704045820177868,9.627536402960043,10.242456669355928,11.642575585192333,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7529,log_fdhgv,1812.0,7.085335236294288,1.1592218328645412,3.332204510175204,6.333279628139692,7.219641772171505,7.902578851264773,9.817330356084954,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7530,log_fdhgva3,1803.0,3.868901110391719,1.3485239942760143,0.0,3.0445224377234235,4.043051267834549,4.859812404361672,6.761572768804054,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7531,log_fdhgva5,1809.0,5.241815170934365,1.5844888623245394,0.0,4.262679877041316,5.4638318050256105,6.320768294250582,8.498418036089904,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7532,log_fdhgva6,1810.0,5.578707969574341,1.4853762125190342,0.0,4.627411857020614,5.726847747587197,6.5747269221898765,9.126850061477155,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7533,log_fdhgvr2,1812.0,6.002637418793516,0.9912310889014512,2.19722457733622,5.393627546352364,6.153795394360262,6.766191714660351,8.150179269682326,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7534,log_fdhgvr3,1812.0,4.4850374739670125,0.9667113354645236,0.0,3.912023005428147,4.634728988229637,5.181783550292085,6.643789733147672,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7535,log_fdhgvr4,1801.0,4.3301016513781185,1.2153700326444483,0.0,3.6635616461296463,4.564348191467836,5.1929568508902095,7.306531398939503,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7536,log_fdlgv,1812.0,7.738206779487312,0.9731314026765236,4.219507705176107,7.067319848653476,7.898595897867807,8.497194544909547,9.866097163317573,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7537,log_fdpc,1181.0,1.7018392905864077,1.1877298685299733,0.0,0.6931471805599453,1.6094379124341005,2.4849066497880004,5.641907070938113,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7538,log_fd2wmv_ratio,1809.0,-5.152094634603392,0.6462620692980054,-9.37058672111828,-5.544433119919705,-5.168077255007587,-4.776731719668058,-2.526662787300052,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7539,log_fdbus_ratio,1812.0,-5.264694622378323,0.7666416327244677,-7.750313352878777,-5.808845004547208,-5.3029715575992595,-4.704266354862496,-3.2678330594582032,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
7540,log_fdcar_ratio,1812.0,-0.27551398765559537,0.07044402889987715,-0.8154559720642831,-0.3148459350239373,-0.2635656362076918,-0.2278332919666736,-0.10084994543157104,nat,nuts1,TR,1754736.0,million £,1.5,17548.36,2012,2012,2.6,2.8,8.0,461.0,6.0,-0.09999999999999964
