,vehicle_measure,count,mean,std,min,25%,50%,75%,max,area_name,area_level,rcat,gdp,gdp_unit,gdp_growth,gdp_ratio,year_label,year,CPIH,CPI,Unemployment (%),average_weekly_earnings,av_weekly_earnings_change,unemployment_pct_change
0,fd2wmv,6102.0,99.717961324156,98.78859563238206,0.0,39.0,77.0,127.0,1447.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
1,fdall_mv,6102.0,11554.632907243527,9679.563914900524,82.0,5141.25,9098.0,15269.25,96689.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
2,fdbus,6102.0,83.03539823008848,76.55763636386908,0.0,34.0,62.0,108.0,1026.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
3,fdcar,6102.0,9335.433956079974,7941.962675310458,49.0,4013.25,7275.0,12380.0,81342.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
4,fdhgv,6102.0,518.9355948869223,570.2487148046916,4.0,174.0,351.0,644.0,8655.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
5,fdhgva3,6102.0,27.402163225172075,34.350567633052485,0.0,6.0,16.0,35.0,364.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
6,fdhgva5,6102.0,75.2581120943953,129.48710016410394,0.0,8.0,29.0,82.0,1551.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
7,fdhgva6,6102.0,85.88151425762045,161.24518410671448,0.0,10.0,35.0,96.0,4053.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
8,fdhgvr2,6102.0,229.844968862668,213.47768671276302,1.0,98.0,176.0,294.0,4458.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
9,fdhgvr3,6102.0,47.764175680104884,43.76963890365535,0.0,19.0,36.0,63.0,547.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
10,fdhgvr4,6102.0,52.78466076696165,72.73722561526645,0.0,11.0,31.0,67.0,1788.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
11,fdlgv,6102.0,1517.5099967223862,1244.0166817569059,4.0,730.25,1248.0,1926.75,11982.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
12,fdpc,6102.0,25.716158636512624,54.62545561404671,0.0,4.0,12.0,29.0,2675.0,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
13,fd2wmv_ratio,6102.0,0.009801970388123088,0.008619414109165145,0.0,0.00568922605485251,0.00819093348397119,0.0115940845710391,0.20974155069582506,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
14,fdbus_ratio,6102.0,0.00903039586577557,0.007431107178972861,0.0,0.004309598042835922,0.0070874212976297655,0.011522338781923458,0.0873015873015873,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
15,fdcar_ratio,6102.0,0.7935185450829629,0.052711799847720536,0.32432432432432434,0.7655231138058086,0.8012545937173503,0.8296101549277256,0.9158321823204421,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
16,fdhgv_ratio,6102.0,0.04726852109361445,0.03005269219049982,0.00025390735202843764,0.026785887092314664,0.04025950539237993,0.059958219054964776,0.36617120538136055,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
17,fdhgva3_ratio,6102.0,0.002693838182369825,0.003204031021410405,0.0,0.0008451894758847351,0.0017843269184548954,0.003502137812953041,0.07630522088353414,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
18,fdhgva5_ratio,6102.0,0.005870178931863001,0.007855650139300965,0.0,0.0013297030614271954,0.003380196106944761,0.007527127446145331,0.217687074829932,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
19,fdhgva6_ratio,6102.0,0.007234702868582725,0.009721809893544984,0.0,0.0014434689626981118,0.0040460058292024,0.009143931031256668,0.12471343420449335,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
20,fdhgvr2_ratio,6102.0,0.02179908905127124,0.010326520021655405,0.00025390735202843764,0.014646702353273788,0.02012820458324389,0.026649039084766776,0.14538676607642126,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
21,fdhgvr3_ratio,6102.0,0.0049891684332269755,0.004907386635944864,0.0,0.00254364676638868,0.0039604343900311615,0.0059429345067390435,0.16883116883116886,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
22,fdhgvr4_ratio,6102.0,0.004681543626300443,0.005492813891766828,0.0,0.001678087079316315,0.0032739212147473947,0.00589177411334493,0.11684872558755376,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
23,fdlgv_ratio,6102.0,0.14038056756952472,0.032290437605392214,0.03862660944206009,0.11909382577327456,0.13681427627230666,0.15728661648998735,0.4199424736337488,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
24,fdpc_ratio,6102.0,0.002930534413676464,0.006624354031143054,0.0,0.0005099928570743024,0.0014539413603660628,0.00343210873168334,0.1965484180249281,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
25,log_fd2wmv,6068.0,4.206119472438013,0.9869787090369484,0.0,3.688879454113936,4.343805421853683,4.852030263919617,7.277247726631483,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
26,log_fdall_mv,6102.0,9.003182824903494,0.9344410802980679,4.4067192472642525,8.545051515998086,9.115809888129947,9.633596277473742,11.479254921092947,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
27,log_fdbus,6079.0,4.03966054368963,0.9597280624699744,0.0,3.5263605246161616,4.143134726391533,4.6913478822291435,6.933423025730715,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
28,log_fdcar,6102.0,8.769538363452464,0.9692681883429,3.8918202981106265,8.29735666003926,8.892199082592473,9.423837546238587,11.306417767307446,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
29,log_fdhgv,6102.0,5.774744278607866,1.047266822377802,1.3862943611198906,5.159055299214528,5.8607862234658645,6.467698726104354,9.065892467610313,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
30,log_fdhgva3,5846.0,2.7385230926089923,1.1922759432763936,0.0,1.9459101490553128,2.8903717578961645,3.58351893845611,5.8971538676367405,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
31,log_fdhgva5,5845.0,3.3647751663435432,1.5225910831120664,0.0,2.302585092994046,3.4339872044851463,4.454347296253506,7.346655163176539,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
32,log_fdhgva6,5803.0,3.515354295115292,1.5349260821547182,0.0,2.5649493574615367,3.6635616461296463,4.61512051684126,8.307212626628306,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
33,log_fdhgvr2,6102.0,5.073452845402585,0.9259303614265904,0.0,4.584967478670572,5.170483995038151,5.683579767338681,8.402455513945814,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
34,log_fdhgvr3,6037.0,3.4839950191924602,0.980675131888108,0.0,2.9957322735539917,3.6109179126442235,4.143134726391533,6.304448802421981,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
35,log_fdhgvr4,5861.0,3.3403157319600973,1.2664348656927824,0.0,2.5649493574615367,3.49650756146648,4.23410650459726,7.488852955733459,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
36,log_fdlgv,6102.0,7.014576250007856,0.8653354739752869,1.3862943611198906,6.593386765544273,7.129297548929372,7.563589899400292,9.391160802643867,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
37,log_fdpc,5620.0,2.5622375448526498,1.2616448296539255,0.0,1.6094379124341005,2.6390573296152584,3.4657359027997265,7.891704659330107,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
38,log_fd2wmv_ratio,6068.0,-4.811401110904091,0.5985224067284695,-8.154068923797597,-5.159734051763345,-4.802337591745866,-4.455731019961854,-1.5618792171836182,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
39,log_fdbus_ratio,6079.0,-4.972695367504112,0.7514406314881996,-8.826881344130634,-5.441912508986748,-4.945207488773799,-4.4623667110134315,-2.438386634153108,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
40,log_fdcar_ratio,6102.0,-0.2336444614510116,0.0701948952798977,-1.1260112628562242,-0.2671958699543369,-0.22157653767597435,-0.18679938139301588,-0.08792213816622599,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
41,log_fdhgv_ratio,6102.0,-3.228438546295595,0.6058527217591033,-8.278541113278866,-3.619880131263812,-3.212409147967122,-2.8141073111299955,-1.0046542806870342,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
42,log_fdhgva3_ratio,5846.0,-6.332309718729237,1.0035282319745478,-10.017530268576786,-6.951010651195363,-6.277384573656211,-5.622451898581193,-2.573013917298267,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
43,log_fdhgva5_ratio,5845.0,-5.709175189367508,1.190298257165481,-9.909569022851997,-6.484424631727773,-5.6228353176876436,-4.8585373005867405,-1.5246966839790097,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
44,log_fdhgva6_ratio,5803.0,-5.555141849667318,1.2730149959547474,-9.65669147255669,-6.330772869915704,-5.424110563077439,-4.6536173443134965,-2.081736699905632,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
45,log_fdhgvr2_ratio,6102.0,-3.929729979500884,0.4663805226766871,-8.278541113278866,-4.22354006621479,-3.9056332348781178,-3.6250022409820737,-1.9283577353811607,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
46,log_fdhgvr3_ratio,6037.0,-5.543180793159332,0.7066555732208692,-9.056956065076825,-5.952106324500709,-5.523882226551257,-5.1179938124167546,-1.7788560643921472,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
47,log_fdhgvr4_ratio,5861.0,-5.736406004241414,0.9441142225926475,-9.417191926513414,-6.29156913955832,-5.682867601136475,-5.110596645076312,-2.1468751244533752,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
48,log_fdlgv_ratio,6102.0,-1.98860657489564,0.22420127676124635,-3.253813876229481,-2.1278436448110725,-1.989130920522987,-1.8496855557598169,-0.8676375446243263,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
49,log_fdpc_ratio,5620.0,-6.4836472912042185,1.250206698529445,-11.015213480349619,-7.2524967902834545,-6.398393198341017,-5.606462023446885,-1.6268464758623642,nat,nuts1,PR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
50,fd2wmv,1044.0,298.1063218390805,221.40202865315246,0.0,135.75,241.0,390.0,1251.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
51,fdall_mv,1044.0,72523.55555555556,38762.860825221556,637.0,41075.0,69990.5,100926.0,195768.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
52,fdbus,1044.0,318.52490421455934,232.6939944749501,0.0,169.75,265.0,406.25,2437.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
53,fdcar,1044.0,55172.217432950194,29932.79838744766,597.0,30753.0,53549.0,76341.25,151634.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
54,fdhgv,1044.0,7468.4511494252865,5059.480017782838,4.0,3510.0,6716.0,10480.5,22223.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
55,fdhgva3,1044.0,313.32662835249045,259.42233862800856,0.0,117.0,244.0,465.0,1483.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
56,fdhgva5,1044.0,1785.8486590038315,1549.6569453317347,1.0,588.0,1368.5,2554.5,8125.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
57,fdhgva6,1044.0,2685.389846743295,2556.690423141165,1.0,809.75,1869.0,3722.25,12613.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
58,fdhgvr2,1044.0,1964.2777777777774,1204.3211593609126,1.0,1114.0,1760.5,2671.75,7909.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
59,fdhgvr3,1044.0,360.80747126436785,251.1676629667073,0.0,184.75,317.5,479.0,2497.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
60,fdhgvr4,1044.0,358.80076628352487,250.05170425906692,0.0,183.0,314.0,479.0,1783.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
61,fdlgv,1044.0,9266.255747126435,5236.139458812545,36.0,5101.25,8642.0,12885.0,26689.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
62,fdpc,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
63,fd2wmv_ratio,1044.0,0.00421053884380849,0.0024651984615623626,0.0,0.002691729111163157,0.003508499874004148,0.0049949088354500635,0.02007852492420854,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
64,fdbus_ratio,1044.0,0.0050812936612979025,0.004261117579172522,0.0,0.0028386420450862283,0.003987341594714155,0.005930764222391271,0.0701938974898542,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
65,fdcar_ratio,1044.0,0.7604554590506585,0.05766437145525913,0.5097883334989566,0.7247192122085362,0.7655659789748028,0.7955492971841747,0.9413420133591022,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
66,fdhgv_ratio,1044.0,0.10254068430483168,0.04971003301809048,0.006279434850863423,0.0656075249988611,0.09359631652397528,0.12928864034267706,0.2989168240087449,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
67,fdhgva3_ratio,1044.0,0.0044755948507901365,0.003299366829853702,0.0,0.0022336446288089284,0.0038720441453751406,0.005824412223174664,0.027293937166416312,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
68,fdhgva5_ratio,1044.0,0.024812070912041413,0.018803299403481247,1.640285409661281e-05,0.011311980224982716,0.019709999372293008,0.03305139800927325,0.12120207711855045,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
69,fdhgva6_ratio,1044.0,0.03575827780934615,0.027930524560816745,9.841712457967686e-05,0.014557418180077424,0.02665149993329104,0.04952356202356202,0.16059202577527185,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
70,fdhgvr2_ratio,1044.0,0.027374812075465743,0.010027909742132284,0.0015698587127158554,0.02109084405222145,0.025444897403867697,0.03200467825691576,0.07910165954486734,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
71,fdhgvr3_ratio,1044.0,0.005037862421320796,0.002313184741488084,0.0,0.0036378286534192155,0.004719818610892601,0.006110108588976477,0.020717693424600704,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
72,fdhgvr4_ratio,1044.0,0.005082066235867668,0.002889199271863656,0.0,0.0033503639737431827,0.004505494058334886,0.006076938079064536,0.035688962420231625,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
73,fdlgv_ratio,1044.0,0.1277120241394031,0.023494629212856537,0.022593379896750684,0.11496286740350754,0.12719425493923742,0.14103177981130738,0.2394527351072377,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
74,fdpc_ratio,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
75,log_fd2wmv,1040.0,5.401163837432383,0.8672399712967884,1.0986122886681098,4.919980925828125,5.486867329823671,5.966786944339111,7.1316985104669115,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
76,log_fdall_mv,1044.0,10.981366397667976,0.7721053134629737,6.456769655572161,10.623154939348957,11.156114794448195,11.522142854019835,12.184685563648523,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
77,log_fdbus,1042.0,5.510956885426612,0.7834769220471514,0.6931471805599453,5.137264716913362,5.579729825986222,6.008198178982379,7.798523053625206,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
78,log_fdcar,1044.0,10.704580671478807,0.7733065006862787,6.391917113392602,10.333742789791716,10.888352401565204,11.242968693187613,11.929225001450995,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
79,log_fdhgv,1044.0,8.576901644696129,1.029651296390277,1.3862943611198906,8.163371316459912,8.812248007112101,9.257271499447596,10.008883067581467,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
80,log_fdhgva3,1035.0,5.331214556870913,1.0840036109812947,0.0,4.7791234931115305,5.5174528964647065,6.148468295917647,7.301822342137933,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
81,log_fdhgva5,1044.0,6.9728886158933445,1.2810502210608476,0.0,6.376726947898628,7.221470461735473,7.84561127197106,9.002701007197938,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
82,log_fdhgva6,1044.0,7.304020304971004,1.360119608754662,0.0,6.696725415014487,7.5331575192224145,8.222083055495098,9.442483307087194,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
83,log_fdhgvr2,1044.0,7.313346476120198,0.9124159706363408,0.0,7.015701502789862,7.473353098264202,7.890487380429617,8.975756630519417,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
84,log_fdhgvr3,1042.0,5.597283586177106,0.9027935701609292,1.0986122886681098,5.227087159498548,5.762051382780178,6.171700597410915,7.822845290279774,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
85,log_fdhgvr4,1041.0,5.5615746449679575,0.9976579611173462,0.0,5.214935757608987,5.749392985908253,6.171700597410915,7.48605261786314,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
86,log_fdlgv,1044.0,8.903942386126177,0.8162006050969103,3.58351893845611,8.53724045048962,9.064389256238137,9.463819123086463,10.19200677448047,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
87,log_fdpc,0.0,,,,,,,,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
88,log_fd2wmv_ratio,1040.0,-5.59265416849037,0.4836849740398867,-7.091742115095153,-5.9139691359313575,-5.651820057179389,-5.296643827030267,-3.9081044468066968,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
89,log_fdbus_ratio,1042.0,-5.479093958963226,0.5996063508083113,-7.425230175824576,-5.864199196062106,-5.524025492919811,-5.1252449000019435,-2.6564939020729903,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
90,log_fdcar_ratio,1044.0,-0.276785726189138,0.07742176220188644,-0.6737596717685179,-0.3219709938158107,-0.2671398787312359,-0.2287224633698308,-0.06044874808907949,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
91,log_fdhgv_ratio,1044.0,-2.40446475297183,0.5368774345504123,-5.070475294452272,-2.7240649857189547,-2.3687649286342203,-2.0457079566521807,-1.2075899248636028,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
92,log_fdhgva3_ratio,1035.0,-5.6638933337274295,0.7964121642595524,-10.32490802743442,-6.075733007575897,-5.5519528171202674,-5.140036711220447,-3.601090683271293,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
93,log_fdhgva5_ratio,1044.0,-4.008477781774605,0.8908993682874746,-11.018055207994363,-4.48189291797454,-3.9266291896646415,-3.4096914202649553,-2.1102960675519404,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
94,log_fdhgva6_ratio,1044.0,-3.677346092696951,0.9362480073326054,-9.22629573876631,-4.22966024740625,-3.6249098475399593,-3.0053067221837813,-1.8288881314091123,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
95,log_fdhgvr2_ratio,1044.0,-3.668019921547747,0.39423500327608296,-6.456769655572161,-3.858916331870655,-3.671240064203552,-3.441873423869004,-2.5370214240889504,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
96,log_fdhgvr3_ratio,1042.0,-5.392767258212725,0.4839742238078828,-7.9121964214404725,-5.61278153858935,-5.3555486431809625,-5.097810733619983,-3.87676718899405,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
97,log_fdhgvr4_ratio,1041.0,-5.432172658854811,0.6098230351774486,-8.72999006667623,-5.696722279769928,-5.402052284180414,-5.103188336638323,-3.332913813905144,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
98,log_fdlgv_ratio,1044.0,-2.0774240115417792,0.2080654721478913,-3.790098340537319,-2.163146094903192,-2.0620397965753168,-1.9587700252675169,-1.4293992298021343,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
99,log_fdpc_ratio,0.0,,,,,,,,nat,nuts1,TM,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
100,fd2wmv,8605.0,270.51098198721667,470.29641881427887,1.0,67.0,122.0,241.0,5523.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
101,fdall_mv,8605.0,19339.268448576408,13097.718596275818,423.0,11699.0,16364.0,22960.0,123948.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
102,fdbus,8605.0,363.96223126089484,490.9357646402671,0.0,98.0,204.0,425.0,7577.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
103,fdcar,8605.0,15709.632771644392,10626.74972625617,41.0,9438.0,13171.0,18750.0,108981.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
